,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kaijin Travel Service Oy,28.04.2015,
1,Y-tunnus,2684793-9,,
2,Kotipaikka,Helsinki,28.04.2015,
3,Yritysmuoto,Osakeyhtiö,28.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.04.2015,,
6,Viimeisin rekisteröintiajankohta,22.05.2020,22.05.2020,
7,Yrityksen tiedot järjestelmässä alkaen,28.04.2015,,
8,Yrityksen tila,Rekisterissä,28.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,02.04.2015,
12,Postiosoite,Hallainvuorentie 17 A 2  00920  Helsinki  Suomi,,
13,Käyntiosoite,Hallainvuorentie 17 A 2  00920  Helsinki  Suomi,,
14,Puhelin,0504873234,,
15,Sähköposti,kaijin_oy(a)outlook.com,,
