,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pihinvest Oy,27.03.2015,
1,Y-tunnus,2682882-6,,
2,Kotipaikka,Helsinki,27.03.2015,
3,Yritysmuoto,Osakeyhtiö,27.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.03.2015,,
6,Viimeisin rekisteröintiajankohta,21.06.2022,21.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.03.2015,,
8,Yrityksen tila,Rekisterissä,27.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,27.03.2015,
12,Postiosoite,Kauppiaankatu 8-10 B 16  00160  Helsinki  Suomi,,
13,Käyntiosoite,Kauppiaankatu 8-10 B 16  00160  Helsinki  Suomi,,
