,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Aasian Herkku Oy,07.04.2015,
1,Y-tunnus,2683492-7,,
2,Kotipaikka,Mäntsälä,07.04.2015,
3,Yritysmuoto,Osakeyhtiö,07.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.04.2015,,
6,Viimeisin rekisteröintiajankohta,21.03.2023,21.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,07.04.2015,,
8,Yrityksen tila,Rekisterissä,07.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.02.2023,
11,Yhteystiedot,,27.02.2023,
12,Postiosoite,Katsastusmiehentie 6  13130  Hämeenlinna  Suomi,,
13,Käyntiosoite,Katsastusmiehentie 6  13130  Hämeenlinna  Suomi,,
14,Puhelin,044 033 7274,,
