,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SSH Technology Oy,20.07.2015,
1,Y-tunnus,2700696-3,,
2,Kotipaikka,Helsinki,20.07.2015,
3,Yritysmuoto,Osakeyhtiö,20.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.07.2015,,
6,Viimeisin rekisteröintiajankohta,22.03.2023,22.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.07.2015,,
8,Yrityksen tila,Rekisterissä,20.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.10.2019,
11,Yhteystiedot,,29.06.2020,
12,Postiosoite,Karvaamokuja 2 B  00380  Helsinki  Suomi,,
13,Käyntiosoite,Karvaamokuja 2 B  00380  Helsinki  Suomi,,
