,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RenttneR Oy,18.03.2015,
1,Y-tunnus,2679142-9,,
2,Kotipaikka,Ylöjärvi,18.03.2015,
3,Yritysmuoto,Osakeyhtiö,18.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.03.2015,,
6,Viimeisin rekisteröintiajankohta,12.06.2021,12.06.2021,
7,Yrityksen tiedot järjestelmässä alkaen,18.03.2015,,
8,Yrityksen tila,Rekisterissä,18.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.04.2020,
11,Yhteystiedot,,15.04.2020,
12,Postiosoite,Vaittintie 11  33960  Pirkkala  Suomi,,
13,Käyntiosoite,Vaittintie 11  33960  Pirkkala  Suomi,,
