,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Prima Art Oy,14.10.2015,
1,Y-tunnus,2717493-2,,
2,Kotipaikka,Vantaa,14.10.2015,
3,Yritysmuoto,Osakeyhtiö,14.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.10.2015,,
6,Viimeisin rekisteröintiajankohta,30.06.2022,30.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.10.2015,,
8,Yrityksen tila,Rekisterissä,14.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2020,
11,Yhteystiedot,,14.04.2020,
12,Postiosoite,PL 95  00251  Helsinki  Suomi,,
13,Puhelin,+358405411525,,
14,Sähköposti,hannele.heporauta(a)primaart.fi,,
15,Www,http://www.primaart.fi,,
