,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Helsingin Suklaatehdas Oy,22.10.2020,
1,Y-tunnus,2688577-5,,
2,Kotipaikka,Helsinki,15.05.2015,
3,Yritysmuoto,Osakeyhtiö,15.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.05.2015,,
6,Viimeisin rekisteröintiajankohta,23.08.2022,23.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.05.2015,,
8,Yrityksen tila,Rekisterissä,22.10.2020,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,10.05.2020,
12,Postiosoite,Auratie 2  01630  Vantaa  Suomi,,
13,Käyntiosoite,Auratie 2  01630  Vantaa  Suomi,,
14,Puhelin,0407177107,,
