,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kangur Weld work Oy,19.08.2015,
1,Y-tunnus,2703760-4,,
2,Kotipaikka,Pori,19.08.2015,
3,Yritysmuoto,Osakeyhtiö,19.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.08.2015,,
6,Viimeisin rekisteröintiajankohta,08.04.2022,08.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.08.2015,,
8,Yrityksen tila,Rekisterissä,19.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.11.2020,
11,Yhteystiedot,,10.08.2015,
12,Postiosoite,Niittykulmantie 26 20  28760  Pori  Suomi,,
13,Käyntiosoite,Niittykulmantie 26 20  28760  Pori  Suomi,,
