,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tuunaustupa Oy,26.05.2015,
1,Y-tunnus,2692359-1,,
2,Kotipaikka,Vihti,26.05.2015,
3,Yritysmuoto,Osakeyhtiö,26.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.05.2015,,
6,Lakkaamisajankohta,09.02.2017,09.02.2017,
7,Viimeisin rekisteröintiajankohta,09.02.2017,09.02.2017,
8,Yrityksen tiedot järjestelmässä alkaen,26.05.2015,,
9,Yrityksen tila,Lakannut,09.02.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
