,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,CoreGo Oy,13.05.2015,
1,Y-tunnus,2683401-1,,
2,Kotipaikka,Helsinki,07.10.2019,
3,Yritysmuoto,Osakeyhtiö,30.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.03.2015,,
6,Viimeisin rekisteröintiajankohta,23.03.2023,23.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.03.2015,,
8,Yrityksen tila,Rekisterissä,30.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.11.2020,
11,Yhteystiedot,,02.01.2022,
12,Postiosoite,PL 21  00521  Helsinki  Suomi,,
13,Käyntiosoite,Messuaukio 1  00520  Helsinki  Suomi,,
14,Puhelin,+358445418489,,
15,Sähköposti,asiakaspalvelu(a)corego.fi,,
16,Www,http://www.corego.fi,,
