,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Siivouspalvelu Pro Duo Oy,30.03.2015,
1,Y-tunnus,2682467-3,,
2,Kotipaikka,Turku,30.03.2015,
3,Yritysmuoto,Osakeyhtiö,30.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.03.2015,,
6,Viimeisin rekisteröintiajankohta,10.03.2023,10.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.03.2015,,
8,Yrityksen tila,Rekisterissä,30.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.07.2020,
11,Yhteystiedot,,19.05.2016,
12,Postiosoite,Vähä Hämeenkatu 1 lt. 132  20500  Turku  Suomi,,
13,Käyntiosoite,Vähä Hämeenkatu 1 lt. 132  20500  Turku  Suomi,,
14,Www,http://www.produo.fi,,
