,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Up Hill Rakentajat Oy,07.08.2015,
1,Y-tunnus,2702294-7,,
2,Kotipaikka,Hattula,07.08.2015,
3,Yritysmuoto,Osakeyhtiö,07.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.08.2015,,
6,Viimeisin rekisteröintiajankohta,26.11.2022,26.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.08.2015,,
8,Yrityksen tila,Rekisterissä,07.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.07.2021,
11,Yhteystiedot,,23.07.2018,
12,Postiosoite,Tyrynoja 2  13430  Hämeenlinna  Suomi,,
13,Käyntiosoite,Tyrynoja 2  13430  Hämeenlinna  Suomi,,
14,Puhelin,0447700403,,
