,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Royal Indian Bar Oy,08.02.2016,
1,Y-tunnus,2738862-3,,
2,Kotipaikka,Helsinki,08.02.2016,
3,Yritysmuoto,Osakeyhtiö,08.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.02.2016,,
6,Viimeisin rekisteröintiajankohta,27.04.2023,27.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.02.2016,,
8,Yrityksen tila,Rekisterissä,08.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.02.2023,
11,Yhteystiedot,,03.01.2017,
12,Postiosoite,Asemanaukio 2  04200  Kerava  Suomi,,
13,Käyntiosoite,Asemanaukio 2  04200  Kerava  Suomi,,
14,Puhelin,0407631013,,
15,Sähköposti,miki1681(a)hotmail.fi,,
