,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Tampereen Hyllilänkuja,31.12.2015,
1,Y-tunnus,2695092-8,,
2,Kotipaikka,Tampere,31.12.2015,
3,Yritysmuoto,Osakeyhtiö,31.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.12.2015,,
6,Lakkaamisajankohta,31.08.2017,31.08.2017,
7,Viimeisin rekisteröintiajankohta,30.12.2017,30.12.2017,
8,Yrityksen tiedot järjestelmässä alkaen,31.12.2015,,
9,Yrityksen tila,Lakannut,31.08.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
