,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KOY Kokkolan Maringate 1,12.06.2015,
1,Y-tunnus,2684111-5,,
2,Kotipaikka,Kokkola,12.06.2015,
3,Yritysmuoto,Osakeyhtiö,12.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.06.2015,,
6,Viimeisin rekisteröintiajankohta,26.07.2022,26.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.06.2015,,
8,Yrityksen tila,Rekisterissä,12.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,28.05.2015,
12,Postiosoite,PL 194  67101  Kokkola  Suomi,,
13,Puhelin,0400-130950,,
14,Sähköposti,johan.djupsund(a)wsb.fi,,
