,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lumicco Oy,24.01.2019,
1,Y-tunnus,2701182-6,,
2,Kotipaikka,Pori,27.07.2015,
3,Yritysmuoto,Osakeyhtiö,27.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.07.2015,,
6,Viimeisin rekisteröintiajankohta,30.08.2022,30.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.07.2015,,
8,Yrityksen tila,Rekisterissä,27.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.06.2021,
11,Yhteystiedot,,19.05.2016,
12,Postiosoite,c/o Multim Oy  Isolinnankatu 24  28100  Pori  Suomi,,
13,Sähköposti,info(a)fuliki.com,,
14,Www,http://www.fuliki.com,,
