,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,TKPM Satukuja Holding Oy,30.03.2016,
1,Y-tunnus,2734283-6,,
2,Kotipaikka,Helsinki,30.03.2016,
3,Yritysmuoto,Osakeyhtiö,30.03.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.03.2016,,
6,Viimeisin rekisteröintiajankohta,03.05.2023,03.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.03.2016,,
8,Yrityksen tila,Rekisterissä,30.03.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.08.2020,
11,Yhteystiedot,,11.02.2020,
12,Postiosoite,c/o Taitokaari Property Management  Kalevankatu 12  00100  Helsinki  Suomi,,
