,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Öljyhetki Kiinteistöt Oy,01.09.2016,
1,Y-tunnus,2731112-4,,
2,Kotipaikka,Kotka,01.09.2016,
3,Yritysmuoto,Osakeyhtiö,01.09.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.09.2016,,
6,Viimeisin rekisteröintiajankohta,23.06.2022,23.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.09.2016,,
8,Yrityksen tila,Rekisterissä,01.09.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.06.2020,
11,Yhteystiedot,,15.03.2016,
12,Postiosoite,c/o Tilipalvelu Elise Tuomainen Ky  Mariankatu 14 D 16  48100  Kotka  Suomi,,
13,Käyntiosoite,c/o Tilipalvelu Elise Tuomainen Ky  Mariankatu 14 D 16  48100  Kotka  Suomi,,
