,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tuomar Oy,04.05.2015,
1,Y-tunnus,2687138-1,,
2,Kotipaikka,Kuopio,04.05.2015,
3,Yritysmuoto,Osakeyhtiö,04.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.05.2015,,
6,Lakkaamisajankohta,18.04.2018,18.04.2018,
7,Viimeisin rekisteröintiajankohta,18.04.2018,18.04.2018,
8,Yrityksen tiedot järjestelmässä alkaen,04.05.2015,,
9,Yrityksen tila,Lakannut,18.04.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
