,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mediaspark Oy,02.09.2019,
1,Y-tunnus,2705365-5,,
2,Kotipaikka,Helsinki,02.09.2015,
3,Yritysmuoto,Osakeyhtiö,02.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.09.2015,,
6,Viimeisin rekisteröintiajankohta,05.06.2021,05.06.2021,
7,Yrityksen tiedot järjestelmässä alkaen,02.09.2015,,
8,Yrityksen tila,Rekisterissä,02.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,30.09.2019,
12,Postiosoite,c/o Nordic C-Management  PL 44  00101  Helsinki  Suomi,,
13,Käyntiosoite,Salomonkatu 17 B  00100  Helsinki  Suomi,,
14,Puhelin,046 813 1404,,
15,Sähköposti,info(a)c-management.fi,,
