,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KOSRA Services Oy,09.02.2016,
1,Y-tunnus,2739878-4,,
2,Kotipaikka,Parkano,09.02.2016,
3,Yritysmuoto,Osakeyhtiö,09.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.02.2016,,
6,Viimeisin rekisteröintiajankohta,23.06.2022,23.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.02.2016,,
8,Yrityksen tila,Rekisterissä,09.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2020,
11,Yhteystiedot,,27.01.2016,
12,Postiosoite,Ylikoskenkuja 2  39700  Parkano  Suomi,,
13,Käyntiosoite,Ylikoskenkuja 2  39700  Parkano  Suomi,,
