,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Quest arts Oy,30.01.2015,
1,Y-tunnus,2664242-3,,
2,Kotipaikka,Helsinki,30.01.2015,
3,Yritysmuoto,Osakeyhtiö,30.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.01.2015,,
6,Viimeisin rekisteröintiajankohta,17.09.2020,17.09.2020,
7,Yrityksen tiedot järjestelmässä alkaen,30.01.2015,,
8,Yrityksen tila,Rekisterissä,30.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,02.01.2019,
12,Postiosoite,c/o VB-Service Oy  Iso-Roobertinkatu 20-22 A 82  00120  Helsinki  Suomi,,
