,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kisko Investments Oy,01.09.2015,
1,Y-tunnus,2705006-7,,
2,Kotipaikka,Salo,01.09.2015,
3,Yritysmuoto,Osakeyhtiö,01.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.09.2015,,
6,Viimeisin rekisteröintiajankohta,23.06.2022,23.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.09.2015,,
8,Yrityksen tila,Rekisterissä,01.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2022,
11,Yhteystiedot,,18.08.2015,
12,Postiosoite,Salmenkulmantie 71-3  25460  Kisko  Suomi,,
13,Käyntiosoite,Salmenkulmantie 71-3  25460  Kisko  Suomi,,
14,Puhelin,040 545 1240,,
