,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Spa Hotel Runni Oy,20.04.2015,
1,Y-tunnus,2685458-1,,
2,Kotipaikka,Iisalmi,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Viimeisin rekisteröintiajankohta,09.11.2021,09.11.2021,
7,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
8,Yrityksen tila,Rekisterissä,20.04.2015,
9,Yrityksen tilanne,Konkurssissa,05.02.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
12,Yhteystiedot,,03.06.2015,
13,Postiosoite,Runnintie 407  74595  Runni  Suomi,,
14,Käyntiosoite,Runnintie 407  74595  Runni  Suomi,,
