,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Serena Properties CD1 Holding Oy,19.01.2016,
1,Y-tunnus,2685906-7,,
2,Kotipaikka,Helsinki,21.04.2015,
3,Yritysmuoto,Osakeyhtiö,21.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.04.2015,,
6,Viimeisin rekisteröintiajankohta,10.05.2022,10.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.04.2015,,
8,Yrityksen tila,Rekisterissä,21.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,20.08.2019,
12,Postiosoite,c/o Turun Ti!ikeskus Oy  PL 190  20101  Turku  Suomi,,
13,Käyntiosoite,Korkeavuorenkatu 47  00130  Helsinki  Suomi,,
