,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Heinäveden Kesät Oy,23.06.2015,
1,Y-tunnus,2695085-6,,
2,Kotipaikka,Hollola,23.06.2015,
3,Yritysmuoto,Osakeyhtiö,23.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.06.2015,,
6,Viimeisin rekisteröintiajankohta,13.12.2022,13.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.06.2015,,
8,Yrityksen tila,Rekisterissä,23.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.05.2021,
11,Yhteystiedot,,14.03.2023,
12,Postiosoite,Hämeenkatu 10  11100  Riihimäki  Suomi,,
