,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Perälän PTK Oy,05.01.2018,
1,Y-tunnus,2714708-8,,
2,Kotipaikka,Eura,06.10.2015,
3,Yritysmuoto,Osakeyhtiö,06.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.10.2015,,
6,Viimeisin rekisteröintiajankohta,02.07.2022,02.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.10.2015,,
8,Yrityksen tila,Rekisterissä,06.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.10.2019,
11,Yhteystiedot,,04.04.2022,
12,Postiosoite,Kiviraitti 3  27400  Kiukainen  Suomi,,
13,Käyntiosoite,Risto Rytin katu 2  32700  Huittinen  Suomi,,
14,Puhelin,044 501 1131,,
15,Sähköposti,eveliina.perala(a)k-market.com,,
