,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maison Villa Sofia Oy,08.12.2015,
1,Y-tunnus,2726500-9,,
2,Kotipaikka,Espoo,08.12.2015,
3,Yritysmuoto,Osakeyhtiö,08.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.12.2015,,
6,Viimeisin rekisteröintiajankohta,10.06.2022,10.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.12.2015,,
8,Yrityksen tila,Rekisterissä,08.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,16.04.2021,
12,Postiosoite,Löylytie 20  02770  Espoo  Suomi,,
13,Käyntiosoite,Löylytie 20  02770  Espoo  Suomi,,
14,Puhelin,050-5742422,,
15,Sähköposti,info(a)villasofia.fi,,
