,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oy Eloranta Logistics Ltd,20.04.2015,
1,Y-tunnus,2678066-6,,
2,Kotipaikka,Mäntsälä,19.01.2018,
3,Yritysmuoto,Osakeyhtiö,02.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.03.2015,,
6,Viimeisin rekisteröintiajankohta,03.03.2023,03.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.03.2015,,
8,Yrityksen tila,Rekisterissä,02.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,08.04.2015,
12,Postiosoite,Aarnionpolku 2  04600  Mäntsälä  Suomi,,
13,Käyntiosoite,Aarnionpolku 2  04600  Mäntsälä  Suomi,,
