,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Fablo Oy,05.08.2015,
1,Y-tunnus,2702456-3,,
2,Kotipaikka,Helsinki,05.08.2015,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Viimeisin rekisteröintiajankohta,01.02.2022,01.02.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
8,Yrityksen tila,Rekisterissä,05.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.02.2022,
11,Yhteystiedot,,16.12.2015,
12,Postiosoite,Mannerheimintie 40 B 3  00100  Helsinki  Suomi,,
13,Käyntiosoite,Mannerheimintie 40 B 3  00100  Helsinki  Suomi,,
14,Puhelin,040 1531147,,
15,Sähköposti,fablo(a)fablo.fi,,
16,Www,http://www.fablo.fi,,
