,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Koy Hattulan Ilamontie 65,02.07.2015,
1,Y-tunnus,2696600-6,,
2,Kotipaikka,Hattula,02.07.2015,
3,Yritysmuoto,Osakeyhtiö,02.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.07.2015,,
6,Viimeisin rekisteröintiajankohta,08.06.2022,08.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.07.2015,,
8,Yrityksen tila,Rekisterissä,02.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,28.07.2015,
12,Postiosoite,Ilamontie 65  13900  Pekola  Suomi,,
13,Käyntiosoite,Ilamontie 65  13900  Pekola  Suomi,,
