,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Blacksmith pdr Oy,18.08.2015,
1,Y-tunnus,2702391-5,,
2,Kotipaikka,Turku,18.08.2015,
3,Yritysmuoto,Osakeyhtiö,18.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.08.2015,,
6,Viimeisin rekisteröintiajankohta,05.05.2022,05.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.08.2015,,
8,Yrityksen tila,Rekisterissä,18.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.05.2021,
11,Yhteystiedot,,26.05.2019,
12,Postiosoite,Tammispaltantie 9 E 40  20300  Turku  Suomi,,
13,Käyntiosoite,Tuotekatu 1-3 B 31  21200  Raisio  Suomi,,
