,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Linnaperustus Oy,08.06.2015,
1,Y-tunnus,2692874-7,,
2,Kotipaikka,Helsinki,08.06.2015,
3,Yritysmuoto,Osakeyhtiö,08.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.06.2015,,
6,Viimeisin rekisteröintiajankohta,30.09.2022,30.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.06.2015,,
8,Yrityksen tila,Rekisterissä,08.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,26.05.2015,
12,Postiosoite,Väihintie 1  16800  Hämeenkoski  Suomi,,
13,Käyntiosoite,Väihintie 1  16800  Hämeenkoski  Suomi,,
