,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PIHATUOMI OY,11.05.2015,
1,Y-tunnus,2689371-6,,
2,Kotipaikka,Sipoo,11.05.2015,
3,Yritysmuoto,Osakeyhtiö,11.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.05.2015,,
6,Viimeisin rekisteröintiajankohta,08.09.2022,08.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.05.2015,,
8,Yrityksen tila,Rekisterissä,11.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,26.01.2023,
12,Postiosoite,Hirvimäentie 31  01190  Box  Suomi,,
13,Käyntiosoite,Hirvimäentie 31  01190  Box  Suomi,,
14,Puhelin,0505552324,,
15,Sähköposti,pihatuomi(a)gmail.com,,
