,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pikku Robotti Oy,23.11.2016,
1,Y-tunnus,2728726-7,,
2,Kotipaikka,Jyväskylä,07.12.2015,
3,Yritysmuoto,Osakeyhtiö,07.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.12.2015,,
6,Viimeisin rekisteröintiajankohta,02.08.2022,02.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.12.2015,,
8,Yrityksen tila,Rekisterissä,07.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,20.09.2017,
12,Postiosoite,Herneaho 84  41120  Puuppola  Suomi,,
13,Www,http://leadroid.com,,
