,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ikikiinteistöt Oy,18.02.2015,
1,Y-tunnus,2675547-9,,
2,Kotipaikka,Mikkeli,18.02.2015,
3,Yritysmuoto,Osakeyhtiö,18.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.02.2015,,
6,Viimeisin rekisteröintiajankohta,01.07.2022,01.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.02.2015,,
8,Yrityksen tila,Rekisterissä,18.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.08.2019,
11,Yhteystiedot,,12.02.2015,
12,Postiosoite,c/o Laskentaneliö Oy  Mikonkatu 1 B 19  50100  Mikkeli  Suomi,,
13,Käyntiosoite,Hallituskatu 1  50100  Mikkeli  Suomi,,
