,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Koillis-Lapin Kiinteistöt Oy,25.09.2015,
1,Y-tunnus,2711618-5,,
2,Kotipaikka,Salla,25.09.2015,
3,Yritysmuoto,Osakeyhtiö,25.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.09.2015,,
6,Viimeisin rekisteröintiajankohta,24.12.2022,24.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.09.2015,,
8,Yrityksen tila,Rekisterissä,25.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,26.04.2018,
12,Postiosoite,Teollisuustie 6  98900  Salla  Suomi,,
13,Käyntiosoite,Teollisuustie 6  98900  Salla  Suomi,,
