,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Porin Cafe Forum Oy,04.08.2015,
1,Y-tunnus,2700870-7,,
2,Kotipaikka,Pori,04.08.2015,
3,Yritysmuoto,Osakeyhtiö,04.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.08.2015,,
6,Viimeisin rekisteröintiajankohta,28.07.2022,28.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.08.2015,,
8,Yrityksen tila,Rekisterissä,04.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.06.2020,
11,Yhteystiedot,,16.07.2015,
12,Postiosoite,Liinaharjantie 25  28610  Pori  Suomi,,
13,Käyntiosoite,Itäkeskuksenkaari 8  28130  Pori  Suomi,,
