,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kotikatu Holding Oy,05.06.2019,
1,Y-tunnus,2664436-5,,
2,Kotipaikka,Helsinki,14.01.2015,
3,Yritysmuoto,Osakeyhtiö,14.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.01.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.01.2015,,
8,Yrityksen tila,Rekisterissä,14.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.06.2020,
11,Yhteystiedot,,28.12.2018,
12,Postiosoite,Takomotie 1-3  00380  Helsinki  Suomi,,
13,Käyntiosoite,Takomotie 1-3  00380  Helsinki  Suomi,,
14,Puhelin,010 270 8000,,
15,Sähköposti,khasiakaspalveu(a)kh-kiinteistopalvelut.fi,,
