,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lahden Konsertti Holding Oy,01.04.2015,
1,Y-tunnus,2683433-7,,
2,Kotipaikka,Helsinki,04.01.2018,
3,Yritysmuoto,Osakeyhtiö,01.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.04.2015,,
6,Viimeisin rekisteröintiajankohta,03.10.2018,03.10.2018,
7,Yrityksen tiedot järjestelmässä alkaen,01.04.2015,,
8,Yrityksen tila,Rekisterissä,01.04.2015,
9,Yrityksen tilanne,Konkurssissa,03.10.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,22.12.2017,
13,Postiosoite,Nilsiänkatu 10  00510  Helsinki  Suomi,,
