,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Satellio Oy,10.11.2015,
1,Y-tunnus,2722725-6,,
2,Kotipaikka,Helsinki,10.11.2015,
3,Yritysmuoto,Osakeyhtiö,10.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.11.2015,,
6,Viimeisin rekisteröintiajankohta,04.06.2022,04.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.11.2015,,
8,Yrityksen tila,Rekisterissä,10.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.09.2019,
11,Yhteystiedot,,05.12.2022,
12,Postiosoite,Opastinsilta 6 A  00520  Helsinki  Suomi,,
13,Käyntiosoite,Opastinsilta 6 A  00520  Helsinki  Suomi,,
14,Puhelin,04578730234,,
15,Sähköposti,contact(a)satellio.com,,
16,Www,http://www.satellio.com,,
