,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Belightful Design Oy,22.01.2016,
1,Y-tunnus,2738139-2,,
2,Kotipaikka,Turku,22.01.2016,
3,Yritysmuoto,Osakeyhtiö,22.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2016,,
6,Viimeisin rekisteröintiajankohta,06.06.2023,06.06.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.01.2016,,
8,Yrityksen tila,Rekisterissä,22.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.04.2020,
11,Yhteystiedot,,12.10.2017,
12,Postiosoite,Betaniankatu 1 C  20810  Turku  Suomi,,
13,Käyntiosoite,Betaniankatu 1 C  20810  Turku  Suomi,,
14,Www,http://www.belightfuldesign.com,,
