,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kahvila-Ravintola Mehevä Oy,01.04.2015,
1,Y-tunnus,2681701-9,,
2,Kotipaikka,Iisalmi,01.04.2015,
3,Yritysmuoto,Osakeyhtiö,01.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.04.2015,,
6,Lakkaamisajankohta,30.11.2018,30.11.2018,
7,Viimeisin rekisteröintiajankohta,09.04.2019,09.04.2019,
8,Yrityksen tiedot järjestelmässä alkaen,01.04.2015,,
9,Yrityksen tila,Lakannut,30.11.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
