,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kaappo-Kiinteistöt Oy,03.02.2015,
1,Y-tunnus,2671888-9,,
2,Kotipaikka,Kaarina,03.02.2015,
3,Yritysmuoto,Osakeyhtiö,03.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.02.2015,,
6,Viimeisin rekisteröintiajankohta,08.06.2022,08.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.02.2015,,
8,Yrityksen tila,Rekisterissä,03.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.06.2022,
11,Yhteystiedot,,30.01.2015,
12,Postiosoite,Peurankatu 2 A 1  20760  Piispanristi  Suomi,,
13,Käyntiosoite,Peurankatu 2 A 1  20760  Piispanristi  Suomi,,
14,Puhelin,0400723937,,
