,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MONC Oy,05.10.2015,
1,Y-tunnus,2712258-5,,
2,Kotipaikka,Vantaa,05.10.2015,
3,Yritysmuoto,Osakeyhtiö,05.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.10.2015,,
6,Viimeisin rekisteröintiajankohta,16.02.2023,16.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.10.2015,,
8,Yrityksen tila,Rekisterissä,05.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,09.04.2019,
12,Postiosoite,Vanha Kannistontie 4 A  01700  Vantaa  Suomi,,
