,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Propertyline Oy,21.06.2022,
1,Y-tunnus,2699697-7,,
2,Kotipaikka,Helsinki,13.07.2015,
3,Yritysmuoto,Osakeyhtiö,13.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.07.2015,,
6,Viimeisin rekisteröintiajankohta,05.07.2022,05.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.07.2015,,
8,Yrityksen tila,Rekisterissä,13.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.05.2020,
11,Yhteystiedot,,01.03.2021,
12,Postiosoite,c/o GF Money Oyj  Niittymäentie 9  02200  Espoo  Suomi,,
13,Sähköposti,accounting(a)gfmoney.fi,,
