,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,DeliRoom Oy,23.11.2015,
1,Y-tunnus,2724815-3,,
2,Kotipaikka,Espoo,23.11.2015,
3,Yritysmuoto,Osakeyhtiö,23.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.11.2015,,
6,Viimeisin rekisteröintiajankohta,26.07.2022,26.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.11.2015,,
8,Yrityksen tila,Rekisterissä,23.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,13.11.2015,
12,Postiosoite,PL 15  02661  Espoo  Suomi,,
