,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Green Timber Trading Oy Ltd.,26.05.2015,
1,Y-tunnus,2690217-6,,
2,Kotipaikka,Helsinki,26.05.2015,
3,Yritysmuoto,Osakeyhtiö,26.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.05.2015,,
6,Viimeisin rekisteröintiajankohta,15.04.2022,15.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.05.2015,,
8,Yrityksen tila,Rekisterissä,26.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.11.2019,
11,Yhteystiedot,,29.01.2020,
12,Postiosoite,Teollisuuskatu 33  00510  Helsinki  Suomi,,
13,Käyntiosoite,Teollisuuskatu 33  00510  Helsinki  Suomi,,
14,Puhelin,+358407195097,,
15,Sähköposti,petteri.lillstrang(a)gtt.fi,,
