,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maint-Time Oy,07.05.2015,
1,Y-tunnus,2686789-2,,
2,Kotipaikka,Raahe,07.05.2015,
3,Yritysmuoto,Osakeyhtiö,07.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.05.2015,,
6,Viimeisin rekisteröintiajankohta,19.08.2022,19.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.05.2015,,
8,Yrityksen tila,Rekisterissä,07.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,14.08.2022,
12,Postiosoite,c/o Maint-Time Oy  Mahlapolku 3  92160  Saloinen  Suomi,,
13,Puhelin,0403514923,,
