,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rinwall Oy,09.10.2015,
1,Y-tunnus,2714815-2,,
2,Kotipaikka,Petäjävesi,09.10.2015,
3,Yritysmuoto,Osakeyhtiö,09.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.10.2015,,
6,Lakkaamisajankohta,09.06.2022,09.06.2022,
7,Viimeisin rekisteröintiajankohta,14.06.2022,14.06.2022,
8,Yrityksen tiedot järjestelmässä alkaen,09.10.2015,,
9,Yrityksen tila,Lakannut,09.06.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
