,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Poiat Products oy,19.02.2015,
1,Y-tunnus,2676197-5,,
2,Kotipaikka,Helsinki,19.02.2015,
3,Yritysmuoto,Osakeyhtiö,19.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.02.2015,,
6,Viimeisin rekisteröintiajankohta,06.09.2022,06.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.02.2015,,
8,Yrityksen tila,Rekisterissä,19.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.04.2020,
11,Yhteystiedot,,13.10.2020,
12,Postiosoite,Merikatu 1  00140  Helsinki  Suomi,,
13,Käyntiosoite,Merikatu 1  00140  Helsinki  Suomi,,
14,Puhelin,"0445957170, 0445957170",,
15,Sähköposti,contact(a)poiat.com,,
16,Www,http://www.poiat.com/furniture,,
