,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Matricomp Oy,02.09.2015,
1,Y-tunnus,2707707-5,,
2,Kotipaikka,Keuruu,02.09.2015,
3,Yritysmuoto,Osakeyhtiö,02.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.09.2015,,
6,Viimeisin rekisteröintiajankohta,12.01.2023,12.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.09.2015,,
8,Yrityksen tila,Rekisterissä,02.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.03.2020,
11,Yhteystiedot,,23.02.2020,
12,Postiosoite,Multiantie 1  42700  Keuruu  Suomi,,
13,Käyntiosoite,Multiantie 1  42700  Keuruu  Suomi,,
14,Puhelin,+358442036196,,
15,Sähköposti,info(a)matricomp.fi,,
16,Www,http://www.matricomp.fi,,
