,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Teknologiamediat Oy,30.09.2015,
1,Y-tunnus,2712545-2,,
2,Kotipaikka,Espoo,30.09.2015,
3,Yritysmuoto,Osakeyhtiö,30.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.09.2015,,
6,Viimeisin rekisteröintiajankohta,26.01.2022,26.01.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.09.2015,,
8,Yrityksen tila,Rekisterissä,30.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.12.2019,
11,Yhteystiedot,,29.09.2015,
12,Käyntiosoite,Kaivomestarinkatu 3  02770  Espoo  Suomi,,
