,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PK Asennus & Rakennus Oy,18.09.2015,
1,Y-tunnus,2710200-7,,
2,Kotipaikka,Vantaa,18.09.2015,
3,Yritysmuoto,Osakeyhtiö,18.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.09.2015,,
6,Viimeisin rekisteröintiajankohta,12.10.2019,12.10.2019,
7,Yrityksen tiedot järjestelmässä alkaen,18.09.2015,,
8,Yrityksen tila,Rekisterissä,18.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,09.09.2015,
12,Postiosoite,Ismontie 8 A  01420  Vantaa  Suomi,,
13,Puhelin,0456784071,,
14,Sähköposti,pete(a)pkasennus.fi,,
