,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HeadBrands OY,04.12.2015,
1,Y-tunnus,2728390-1,,
2,Kotipaikka,Vantaa,04.12.2015,
3,Yritysmuoto,Osakeyhtiö,04.12.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,04.12.2015,,
6,Viimeisin rekisteröintiajankohta,13.01.2023,13.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.12.2015,,
8,Yrityksen tila,Rekisterissä,04.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,12.09.2018,
12,Postiosoite,Merikatu 1  00140  Helsingfors  Suomi,,
13,Käyntiosoite,Merikatu 1  00140  Helsingfors  Suomi,,
