,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,TeeKoo-Auto Oy,30.11.2015,
1,Y-tunnus,2727267-1,,
2,Kotipaikka,Tampere,30.11.2015,
3,Yritysmuoto,Osakeyhtiö,30.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.11.2015,,
6,Viimeisin rekisteröintiajankohta,14.03.2023,14.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.11.2015,,
8,Yrityksen tila,Rekisterissä,30.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,26.11.2015,
12,Postiosoite,Osuusmyllynkatu 5  33700  Tampere  Suomi,,
13,Käyntiosoite,Osuusmyllynkatu 5  33700  Tampere  Suomi,,
14,Puhelin,0407084636,,
