,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Royal Blues Oy,15.02.2016,
1,Y-tunnus,2738828-7,,
2,Kotipaikka,Mustasaari,15.02.2016,
3,Yritysmuoto,Osakeyhtiö,15.02.2016,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,15.02.2016,,
6,Viimeisin rekisteröintiajankohta,23.01.2021,23.01.2021,
7,Yrityksen tiedot järjestelmässä alkaen,15.02.2016,,
8,Yrityksen tila,Rekisterissä,15.02.2016,
9,Yrityksen tilanne,Selvitystilassa,01.12.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,12.02.2016,
13,Postiosoite,Sulvantie 218  65450  Sulva  Suomi,,
14,Käyntiosoite,Hovioikeudenpuistikko 18  65100  Vaasa  Suomi,,
