,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,INFRA - 10 OY,01.10.2015,
1,Y-tunnus,2713201-1,,
2,Kotipaikka,Lahti,01.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.10.2015,,
6,Viimeisin rekisteröintiajankohta,27.12.2022,27.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.10.2015,,
8,Yrityksen tila,Rekisterissä,01.10.2015,
9,Yrityksen tilanne,Konkurssissa,01.12.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,28.10.2021,
12,Yhteystiedot,,24.05.2017,
13,Postiosoite,Laatukatu 12  15680  Lahti  Suomi,,
