,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Skiitta Oy,14.04.2015,
1,Y-tunnus,2684662-9,,
2,Kotipaikka,Kuopio,14.04.2015,
3,Yritysmuoto,Osakeyhtiö,14.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.04.2015,,
6,Viimeisin rekisteröintiajankohta,09.09.2022,09.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.04.2015,,
8,Yrityksen tila,Rekisterissä,14.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,09.09.2019,
12,Postiosoite,Karjalankatu 1  70110  Kuopio  Suomi,,
13,Käyntiosoite,Karjalankatu 1  70110  Kuopio  Suomi,,
14,Puhelin,0206100210,,
15,Sähköposti,kirkollishallitus(a)ort.fi,,
