,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pikkupursi Oy,09.06.2015,
1,Y-tunnus,2686832-6,,
2,Kotipaikka,Tampere,09.06.2015,
3,Yritysmuoto,Osakeyhtiö,09.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.06.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.06.2015,,
8,Yrityksen tila,Rekisterissä,09.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.04.2022,
11,Yhteystiedot,,17.04.2015,
12,Postiosoite,Ketarantie 4 E  33680  Tampere  Suomi,,
13,Www,http://www.pikkupursi.fi,,
