,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,amj invest oy,08.04.2015,
1,Y-tunnus,2681775-6,,
2,Kotipaikka,Joensuu,08.04.2015,
3,Yritysmuoto,Osakeyhtiö,08.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.04.2015,,
6,Viimeisin rekisteröintiajankohta,30.04.2022,30.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.04.2015,,
8,Yrityksen tila,Rekisterissä,08.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,01.12.2020,
12,Postiosoite,Kerolantie 38  80910  Kulho  Suomi,,
13,Käyntiosoite,Kerolantie 38  80910  Kulho  Suomi,,
14,Puhelin,"0500169660, 0500169660",,
15,Faksi,013224743,,
16,Sähköposti,kurko(a)jepjep.fi,,
