,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Excelkoulu oy,29.07.2022,
1,Y-tunnus,2670123-5,,
2,Kotipaikka,Helsinki,11.02.2015,
3,Yritysmuoto,Osakeyhtiö,11.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.02.2015,,
6,Viimeisin rekisteröintiajankohta,10.11.2022,10.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.02.2015,,
8,Yrityksen tila,Rekisterissä,11.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.09.2020,
11,Yhteystiedot,,23.10.2020,
12,Postiosoite,Munkkiniemen Puistotie 18 B 37  00330  Helsinki  Suomi,,
13,Www,http://futuredu.fi,,
