,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KK Real Estate and Investment Oy,08.04.2015,
1,Y-tunnus,2683144-3,,
2,Kotipaikka,Helsinki,08.04.2015,
3,Yritysmuoto,Osakeyhtiö,08.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.04.2015,,
6,Viimeisin rekisteröintiajankohta,10.11.2022,10.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.04.2015,,
8,Yrityksen tila,Rekisterissä,08.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.07.2021,
11,Yhteystiedot,,02.02.2021,
12,Postiosoite,Suuripääntie 25  34800  Virrat  Suomi,,
13,Sähköposti,kkrealestateandinvestment(a)gmail.com,,
