,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PTTP Company Oy,16.04.2018,
1,Y-tunnus,2734499-7,,
2,Kotipaikka,Helsinki,04.03.2016,
3,Yritysmuoto,Osakeyhtiö,04.03.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.03.2016,,
6,Viimeisin rekisteröintiajankohta,07.02.2023,07.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.03.2016,,
8,Yrityksen tila,Rekisterissä,04.03.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,08.10.2021,
12,Postiosoite,Katajanokankatu 4 A  00160  Helsinki  Suomi,,
13,Käyntiosoite,Katajanokankatu 4 A  00160  Helsinki  Suomi,,
14,Puhelin,+358445879221,,
15,Sähköposti,contact(a)martinaaitolehti.fi,,
16,Www,http://www.martinaaitolehti.fi,,
